date,place_category,change_from_baseline
2021-02-10,workplaces_avg,-29
2021-02-10,residential_avg,7.43
2021-02-11,retail_recreation,-16
2021-02-11,grocery_pharmacy,1
2021-02-11,parks,-18
2021-02-11,transit_stations,-28
2021-02-11,workplaces,-31
2021-02-11,residential,6
2021-02-11,retail_recreation_avg,-22.43
2021-02-11,grocery_pharmacy_avg,-6.29
2021-02-11,parks_avg,-26.71
2021-02-11,transit_stations_avg,-35.29
2021-02-11,workplaces_avg,-28.86
2021-02-11,residential_avg,7.14
2021-02-12,retail_recreation,-22
2021-02-12,grocery_pharmacy,-8
2021-02-12,parks,-14
2021-02-12,transit_stations,-41
2021-02-12,workplaces,-61
2021-02-12,residential,14
2021-02-12,retail_recreation_avg,-22.57
2021-02-12,grocery_pharmacy_avg,-6.86
2021-02-12,parks_avg,-24.86
2021-02-12,transit_stations_avg,-35.86
2021-02-12,workplaces_avg,-33.29
2021-02-12,residential_avg,8
2021-02-13,retail_recreation,-24
2021-02-13,grocery_pharmacy,-7
2021-02-13,parks,-24
2021-02-13,transit_stations,-39
2021-02-13,workplaces,-29
2021-02-13,residential,6
2021-02-13,retail_recreation_avg,-22.29
2021-02-13,grocery_pharmacy_avg,-6.43
2021-02-13,parks_avg,-23.43
2021-02-13,transit_stations_avg,-36.29
2021-02-13,workplaces_avg,-33.71
2021-02-13,residential_avg,7.86
2021-02-14,retail_recreation,-26
2021-02-14,grocery_pharmacy,-9
2021-02-14,parks,-25
2021-02-14,transit_stations,-35
2021-02-14,workplaces,-18
2021-02-14,residential,6
2021-02-14,retail_recreation_avg,-21.71
2021-02-14,grocery_pharmacy_avg,-5.43
2021-02-14,parks_avg,-22.14
2021-02-14,transit_stations_avg,-35.43
2021-02-14,workplaces_avg,-33.43
2021-02-14,residential_avg,7.71
2021-02-15,retail_recreation,-21
2021-02-15,grocery_pharmacy,-5
2021-02-15,parks,-23
2021-02-15,transit_stations,-35
2021-02-15,workplaces,-30
2021-02-15,residential,7
2021-02-15,retail_recreation_avg,-21.43
2021-02-15,grocery_pharmacy_avg,-5
2021-02-15,parks_avg,-21.57
2021-02-15,transit_stations_avg,-35.14
2021-02-15,workplaces_avg,-33.14
2021-02-15,residential_avg,7.57
2021-02-16,retail_recreation,-23
2021-02-16,grocery_pharmacy,-6
2021-02-16,parks,-23
2021-02-16,transit_stations,-36
2021-02-16,workplaces,-31
2021-02-16,residential,7
2021-02-16,retail_recreation_avg,-21.71
2021-02-16,grocery_pharmacy_avg,-5.29
2021-02-16,parks_avg,-21.43
2021-02-16,transit_stations_avg,-35.43
2021-02-16,workplaces_avg,-33
2021-02-16,residential_avg,7.57
2021-02-17,retail_recreation,-21
2021-02-17,grocery_pharmacy,-4
2021-02-17,parks,-24
2021-02-17,transit_stations,-35
2021-02-17,workplaces,-30
2021-02-17,residential,7
2021-02-17,retail_recreation_avg,-21.86
2021-02-17,grocery_pharmacy_avg,-5.43
2021-02-17,parks_avg,-21.57
2021-02-17,transit_stations_avg,-35.57
2021-02-17,workplaces_avg,-32.86
2021-02-17,residential_avg,7.57
2021-02-18,retail_recreation,-24
2021-02-18,grocery_pharmacy,-8
2021-02-18,parks,-27
2021-02-18,transit_stations,-37
2021-02-18,workplaces,-30
2021-02-18,residential,8
2021-02-18,retail_recreation_avg,-23
2021-02-18,grocery_pharmacy_avg,-6.71
2021-02-18,parks_avg,-22.86
2021-02-18,transit_stations_avg,-36.86
2021-02-18,workplaces_avg,-32.71
2021-02-18,residential_avg,7.86
2021-02-19,retail_recreation,-23
2021-02-19,grocery_pharmacy,-6
2021-02-19,parks,-28
2021-02-19,transit_stations,-38
2021-02-19,workplaces,-28
2021-02-19,residential,8
2021-02-19,retail_recreation_avg,-23.14
2021-02-19,grocery_pharmacy_avg,-6.43
2021-02-19,parks_avg,-24.86
2021-02-19,transit_stations_avg,-36.43
2021-02-19,workplaces_avg,-28
2021-02-19,residential_avg,7
2021-02-20,retail_recreation,-25
2021-02-20,grocery_pharmacy,-6
2021-02-20,parks,-30
2021-02-20,transit_stations,-37
2021-02-20,workplaces,-23
2021-02-20,residential,6
2021-02-20,retail_recreation_avg,-23.29
2021-02-20,grocery_pharmacy_avg,-6.29
2021-02-20,parks_avg,-25.71
2021-02-20,transit_stations_avg,-36.14
2021-02-20,workplaces_avg,-27.14
2021-02-20,residential_avg,7
2021-02-21,retail_recreation,-23
2021-02-21,grocery_pharmacy,-5
2021-02-21,parks,-23
2021-02-21,transit_stations,-38
2021-02-21,workplaces,-15
2021-02-21,residential,5
2021-02-21,retail_recreation_avg,-22.86
2021-02-21,grocery_pharmacy_avg,-5.71
2021-02-21,parks_avg,-25.43
2021-02-21,transit_stations_avg,-36.57
2021-02-21,workplaces_avg,-26.71
2021-02-21,residential_avg,6.86
2021-02-22,retail_recreation,-21
2021-02-22,grocery_pharmacy,-5
2021-02-22,parks,-23
2021-02-22,transit_stations,-37
2021-02-22,workplaces,-29
2021-02-22,residential,7
2021-02-22,retail_recreation_avg,-22.86
2021-02-22,grocery_pharmacy_avg,-5.71
2021-02-22,parks_avg,-25.43
2021-02-22,transit_stations_avg,-36.86
2021-02-22,workplaces_avg,-26.57
2021-02-22,residential_avg,6.86
2021-02-23,retail_recreation,-23
2021-02-23,grocery_pharmacy,-7
2021-02-23,parks,-25
2021-02-23,transit_stations,-36
2021-02-23,workplaces,-29
2021-02-23,residential,7
2021-02-23,retail_recreation_avg,-22.86
2021-02-23,grocery_pharmacy_avg,-5.86
2021-02-23,parks_avg,-25.71
2021-02-23,transit_stations_avg,-36.86
2021-02-23,workplaces_avg,-26.29
2021-02-23,residential_avg,6.86
2021-02-24,retail_recreation,-22
2021-02-24,grocery_pharmacy,-6
2021-02-24,parks,-24
2021-02-24,transit_stations,-37
2021-02-24,workplaces,-28
2021-02-24,residential,7
2021-02-24,retail_recreation_avg,-23
2021-02-24,grocery_pharmacy_avg,-6.14
2021-02-24,parks_avg,-25.71
2021-02-24,transit_stations_avg,-37.14
2021-02-24,workplaces_avg,-26
2021-02-24,residential_avg,6.86
2021-02-25,retail_recreation,-19
2021-02-25,grocery_pharmacy,0
2021-02-25,parks,-23
2021-02-25,transit_stations,-34
2021-02-25,workplaces,-28
2021-02-25,residential,7
2021-02-25,retail_recreation_avg,-22.29
2021-02-25,grocery_pharmacy_avg,-5
2021-02-25,parks_avg,-25.14
2021-02-25,transit_stations_avg,-36.71
2021-02-25,workplaces_avg,-25.71
2021-02-25,residential_avg,6.71
2021-02-26,retail_recreation,-19
2021-02-26,grocery_pharmacy,0
2021-02-26,parks,-25
2021-02-26,transit_stations,-34
2021-02-26,workplaces,-26
2021-02-26,residential,7
2021-02-26,retail_recreation_avg,-21.71
2021-02-26,grocery_pharmacy_avg,-4.14
2021-02-26,parks_avg,-24.71
2021-02-26,transit_stations_avg,-36.14
2021-02-26,workplaces_avg,-25.43
2021-02-26,residential_avg,6.57
2021-02-27,retail_recreation,-18
2021-02-27,grocery_pharmacy,4
2021-02-27,parks,-25
2021-02-27,transit_stations,-30
2021-02-27,workplaces,-19
2021-02-27,residential,4
2021-02-27,retail_recreation_avg,-20.71
2021-02-27,grocery_pharmacy_avg,-2.71
2021-02-27,parks_avg,-24
2021-02-27,transit_stations_avg,-35.14
2021-02-27,workplaces_avg,-24.86
2021-02-27,residential_avg,6.29
2021-02-28,retail_recreation,-17
2021-02-28,grocery_pharmacy,4
2021-02-28,parks,-18
2021-02-28,transit_stations,-30
2021-02-28,workplaces,-11
2021-02-28,residential,4
2021-02-28,retail_recreation_avg,-19.86
2021-02-28,grocery_pharmacy_avg,-1.43
2021-02-28,parks_avg,-23.29
2021-02-28,transit_stations_avg,-34
2021-02-28,workplaces_avg,-24.29
2021-02-28,residential_avg,6.14
2021-03-01,retail_recreation,-16
2021-03-01,grocery_pharmacy,5
2021-03-01,parks,-19
2021-03-01,transit_stations,-33
2021-03-01,workplaces,-27
2021-03-01,residential,5
2021-03-01,retail_recreation_avg,-19.14
2021-03-01,grocery_pharmacy_avg,0
2021-03-01,parks_avg,-22.71
2021-03-01,transit_stations_avg,-33.43
2021-03-01,workplaces_avg,-24
2021-03-01,residential_avg,5.86
2021-03-02,retail_recreation,-18
2021-03-02,grocery_pharmacy,2
2021-03-02,parks,-22
2021-03-02,transit_stations,-32
2021-03-02,workplaces,-28
2021-03-02,residential,6
2021-03-02,retail_recreation_avg,-18.43
2021-03-02,grocery_pharmacy_avg,1.29
2021-03-02,parks_avg,-22.29
2021-03-02,transit_stations_avg,-32.86
2021-03-02,workplaces_avg,-23.86
2021-03-02,residential_avg,5.71
2021-03-03,retail_recreation,-16
2021-03-03,grocery_pharmacy,5
2021-03-03,parks,-19
2021-03-03,transit_stations,-32
2021-03-03,workplaces,-28
2021-03-03,residential,6
2021-03-03,retail_recreation_avg,-17.57
2021-03-03,grocery_pharmacy_avg,2.86
2021-03-03,parks_avg,-21.57
2021-03-03,transit_stations_avg,-32.14
2021-03-03,workplaces_avg,-23.86
2021-03-03,residential_avg,5.57
2021-03-04,retail_recreation,-17
2021-03-04,grocery_pharmacy,2
2021-03-04,parks,-21
2021-03-04,transit_stations,-32
2021-03-04,workplaces,-28
2021-03-04,residential,6
2021-03-04,retail_recreation_avg,-17.29
2021-03-04,grocery_pharmacy_avg,3.14
2021-03-04,parks_avg,-21.29
2021-03-04,transit_stations_avg,-31.86
2021-03-04,workplaces_avg,-23.86
2021-03-04,residential_avg,5.43
2021-03-05,retail_recreation,-17
2021-03-05,grocery_pharmacy,1
2021-03-05,parks,-22
2021-03-05,transit_stations,-33
2021-03-05,workplaces,-26
2021-03-05,residential,6
2021-03-05,retail_recreation_avg,-17
2021-03-05,grocery_pharmacy_avg,3.29
2021-03-05,parks_avg,-20.86
2021-03-05,transit_stations_avg,-31.71
2021-03-05,workplaces_avg,-23.86
2021-03-05,residential_avg,5.29
2021-03-06,retail_recreation,-18
2021-03-06,grocery_pharmacy,2
2021-03-06,parks,-24
2021-03-06,transit_stations,-28
2021-03-06,workplaces,-20
2021-03-06,residential,4
2021-03-06,retail_recreation_avg,-17
2021-03-06,grocery_pharmacy_avg,3
2021-03-06,parks_avg,-20.71
2021-03-06,transit_stations_avg,-31.43
2021-03-06,workplaces_avg,-24
2021-03-06,residential_avg,5.29
2021-03-07,retail_recreation,-20
2021-03-07,grocery_pharmacy,-1
2021-03-07,parks,-20
2021-03-07,transit_stations,-31
2021-03-07,workplaces,-15
2021-03-07,residential,5
2021-03-07,retail_recreation_avg,-17.43
2021-03-07,grocery_pharmacy_avg,2.29
2021-03-07,parks_avg,-21
2021-03-07,transit_stations_avg,-31.57
2021-03-07,workplaces_avg,-24.57
2021-03-07,residential_avg,5.43
2021-03-08,retail_recreation,-18
2021-03-08,grocery_pharmacy,0
2021-03-08,parks,-21
2021-03-08,transit_stations,-33
2021-03-08,workplaces,-27
2021-03-08,residential,6
2021-03-08,retail_recreation_avg,-17.71
2021-03-08,grocery_pharmacy_avg,1.57
2021-03-08,parks_avg,-21.29
2021-03-08,transit_stations_avg,-31.57
2021-03-08,workplaces_avg,-24.57
2021-03-08,residential_avg,5.57
2021-03-09,retail_recreation,-17
2021-03-09,grocery_pharmacy,1
2021-03-09,parks,-20
2021-03-09,transit_stations,-31
2021-03-09,workplaces,-28
2021-03-09,residential,6
2021-03-09,retail_recreation_avg,-17.57
2021-03-09,grocery_pharmacy_avg,1.43
2021-03-09,parks_avg,-21
2021-03-09,transit_stations_avg,-31.43
2021-03-09,workplaces_avg,-24.57
2021-03-09,residential_avg,5.57
2021-03-10,retail_recreation,-14
2021-03-10,grocery_pharmacy,6
2021-03-10,parks,-14
2021-03-10,transit_stations,-26
2021-03-10,workplaces,-27
2021-03-10,residential,5
2021-03-10,retail_recreation_avg,-17.29
2021-03-10,grocery_pharmacy_avg,1.57
2021-03-10,parks_avg,-20.29
2021-03-10,transit_stations_avg,-30.57
2021-03-10,workplaces_avg,-24.43
2021-03-10,residential_avg,5.43
2021-03-11,retail_recreation,-12
2021-03-11,grocery_pharmacy,5
2021-03-11,parks,2
2021-03-11,transit_stations,-32
2021-03-11,workplaces,-60
2021-03-11,residential,12
2021-03-11,retail_recreation_avg,-16.57
2021-03-11,grocery_pharmacy_avg,2
2021-03-11,parks_avg,-17
2021-03-11,transit_stations_avg,-30.57
2021-03-11,workplaces_avg,-29
2021-03-11,residential_avg,6.29
2021-03-12,retail_recreation,-18
2021-03-12,grocery_pharmacy,0
2021-03-12,parks,-19
2021-03-12,transit_stations,-34
2021-03-12,workplaces,-28
2021-03-12,residential,7
2021-03-12,retail_recreation_avg,-16.71
2021-03-12,grocery_pharmacy_avg,1.86
2021-03-12,parks_avg,-16.57
2021-03-12,transit_stations_avg,-30.71
2021-03-12,workplaces_avg,-29.29
2021-03-12,residential_avg,6.43
2021-03-13,retail_recreation,-17
2021-03-13,grocery_pharmacy,3
2021-03-13,parks,-16
2021-03-13,transit_stations,-29
2021-03-13,workplaces,-21
2021-03-13,residential,4
2021-03-13,retail_recreation_avg,-16.57
2021-03-13,grocery_pharmacy_avg,2
2021-03-13,parks_avg,-15.43
2021-03-13,transit_stations_avg,-30.86
2021-03-13,workplaces_avg,-29.43
2021-03-13,residential_avg,6.43
2021-03-14,retail_recreation,-20
2021-03-14,grocery_pharmacy,-2
2021-03-14,parks,-14
2021-03-14,transit_stations,-28
2021-03-14,workplaces,-17
2021-03-14,residential,5
2021-03-14,retail_recreation_avg,-16.57
2021-03-14,grocery_pharmacy_avg,1.86
2021-03-14,parks_avg,-14.57
2021-03-14,transit_stations_avg,-30.43
2021-03-14,workplaces_avg,-29.71
2021-03-14,residential_avg,6.43
2021-03-15,retail_recreation,-16
2021-03-15,grocery_pharmacy,3
2021-03-15,parks,-14
2021-03-15,transit_stations,-30
2021-03-15,workplaces,-27
2021-03-15,residential,5
2021-03-15,retail_recreation_avg,-16.29
2021-03-15,grocery_pharmacy_avg,2.29
2021-03-15,parks_avg,-13.57
2021-03-15,transit_stations_avg,-30
2021-03-15,workplaces_avg,-29.71
2021-03-15,residential_avg,6.29
2021-03-16,retail_recreation,-18
2021-03-16,grocery_pharmacy,0
2021-03-16,parks,-19
2021-03-16,transit_stations,-31
2021-03-16,workplaces,-27
2021-03-16,residential,6
2021-03-16,retail_recreation_avg,-16.43
2021-03-16,grocery_pharmacy_avg,2.14
2021-03-16,parks_avg,-13.43
2021-03-16,transit_stations_avg,-30
2021-03-16,workplaces_avg,-29.57
2021-03-16,residential_avg,6.29
2021-03-17,retail_recreation,-16
2021-03-17,grocery_pharmacy,2
2021-03-17,parks,-16
2021-03-17,transit_stations,-31
2021-03-17,workplaces,-25
2021-03-17,residential,6
2021-03-17,retail_recreation_avg,-16.71
2021-03-17,grocery_pharmacy_avg,1.57
2021-03-17,parks_avg,-13.71
2021-03-17,transit_stations_avg,-30.71
2021-03-17,workplaces_avg,-29.29
2021-03-17,residential_avg,6.43
2021-03-18,retail_recreation,-17
2021-03-18,grocery_pharmacy,1
2021-03-18,parks,-20
2021-03-18,transit_stations,-31
2021-03-18,workplaces,-25
2021-03-18,residential,6
2021-03-18,retail_recreation_avg,-17.43
2021-03-18,grocery_pharmacy_avg,1
2021-03-18,parks_avg,-16.86
2021-03-18,transit_stations_avg,-30.57
2021-03-18,workplaces_avg,-24.29
2021-03-18,residential_avg,5.57
2021-03-19,retail_recreation,-17
2021-03-19,grocery_pharmacy,1
2021-03-19,parks,-19
2021-03-19,transit_stations,-31
2021-03-19,workplaces,-24
2021-03-19,residential,6
2021-03-19,retail_recreation_avg,-17.29
2021-03-19,grocery_pharmacy_avg,1.14
2021-03-19,parks_avg,-16.86
2021-03-19,transit_stations_avg,-30.14
2021-03-19,workplaces_avg,-23.71
2021-03-19,residential_avg,5.43
2021-03-20,retail_recreation,-16
2021-03-20,grocery_pharmacy,4
2021-03-20,parks,-18
2021-03-20,transit_stations,-28
2021-03-20,workplaces,-17
2021-03-20,residential,4
2021-03-20,retail_recreation_avg,-17.14
2021-03-20,grocery_pharmacy_avg,1.29
2021-03-20,parks_avg,-17.14
2021-03-20,transit_stations_avg,-30
2021-03-20,workplaces_avg,-23.14
2021-03-20,residential_avg,5.43
2021-03-21,retail_recreation,-17
2021-03-21,grocery_pharmacy,1
2021-03-21,parks,-12
2021-03-21,transit_stations,-30
2021-03-21,workplaces,-12
2021-03-21,residential,4
2021-03-21,retail_recreation_avg,-16.71
2021-03-21,grocery_pharmacy_avg,1.71
2021-03-21,parks_avg,-16.86
2021-03-21,transit_stations_avg,-30.29
2021-03-21,workplaces_avg,-22.43
2021-03-21,residential_avg,5.29
2021-03-22,retail_recreation,-17
2021-03-22,grocery_pharmacy,1
2021-03-22,parks,-17
2021-03-22,transit_stations,-32
2021-03-22,workplaces,-25
2021-03-22,residential,6
2021-03-22,retail_recreation_avg,-16.86
2021-03-22,grocery_pharmacy_avg,1.43
2021-03-22,parks_avg,-17.29
2021-03-22,transit_stations_avg,-30.57
2021-03-22,workplaces_avg,-22.14
2021-03-22,residential_avg,5.43
2021-03-23,retail_recreation,-18
2021-03-23,grocery_pharmacy,0
2021-03-23,parks,-19
2021-03-23,transit_stations,-31
2021-03-23,workplaces,-26
2021-03-23,residential,6
2021-03-23,retail_recreation_avg,-16.86
2021-03-23,grocery_pharmacy_avg,1.43
2021-03-23,parks_avg,-17.29
2021-03-23,transit_stations_avg,-30.57
2021-03-23,workplaces_avg,-22
2021-03-23,residential_avg,5.43
2021-03-24,retail_recreation,-16
2021-03-24,grocery_pharmacy,2
2021-03-24,parks,-16
2021-03-24,transit_stations,-31
2021-03-24,workplaces,-25
2021-03-24,residential,6
2021-03-24,retail_recreation_avg,-16.86
2021-03-24,grocery_pharmacy_avg,1.43
2021-03-24,parks_avg,-17.29
2021-03-24,transit_stations_avg,-30.57
2021-03-24,workplaces_avg,-22
2021-03-24,residential_avg,5.43
2021-03-25,retail_recreation,-15
2021-03-25,grocery_pharmacy,4
2021-03-25,parks,-18
2021-03-25,transit_stations,-29
2021-03-25,workplaces,-25
2021-03-25,residential,6
2021-03-25,retail_recreation_avg,-16.57
2021-03-25,grocery_pharmacy_avg,1.86
2021-03-25,parks_avg,-17
2021-03-25,transit_stations_avg,-30.29
2021-03-25,workplaces_avg,-22
2021-03-25,residential_avg,5.43
2021-03-26,retail_recreation,-14
2021-03-26,grocery_pharmacy,5
2021-03-26,parks,-17
2021-03-26,transit_stations,-29
2021-03-26,workplaces,-23
2021-03-26,residential,6
2021-03-26,retail_recreation_avg,-16.14
2021-03-26,grocery_pharmacy_avg,2.43
2021-03-26,parks_avg,-16.71
2021-03-26,transit_stations_avg,-30
2021-03-26,workplaces_avg,-21.86
2021-03-26,residential_avg,5.43
2021-03-27,retail_recreation,-17
2021-03-27,grocery_pharmacy,3
2021-03-27,parks,-20
2021-03-27,transit_stations,-27
2021-03-27,workplaces,-17
2021-03-27,residential,4
2021-03-27,retail_recreation_avg,-16.29
2021-03-27,grocery_pharmacy_avg,2.29
2021-03-27,parks_avg,-17
2021-03-27,transit_stations_avg,-29.86
2021-03-27,workplaces_avg,-21.86
2021-03-27,residential_avg,5.43
2021-03-28,retail_recreation,-16
2021-03-28,grocery_pharmacy,5
2021-03-28,parks,-12
2021-03-28,transit_stations,-27
2021-03-28,workplaces,-11
2021-03-28,residential,4
2021-03-28,retail_recreation_avg,-16.14
2021-03-28,grocery_pharmacy_avg,2.86
2021-03-28,parks_avg,-17
2021-03-28,transit_stations_avg,-29.43
2021-03-28,workplaces_avg,-21.71
2021-03-28,residential_avg,5.43
2021-03-29,retail_recreation,-15
2021-03-29,grocery_pharmacy,5
2021-03-29,parks,-16
2021-03-29,transit_stations,-30
2021-03-29,workplaces,-25
2021-03-29,residential,5
2021-03-29,retail_recreation_avg,-15.86
2021-03-29,grocery_pharmacy_avg,3.43
2021-03-29,parks_avg,-16.86
2021-03-29,transit_stations_avg,-29.14
2021-03-29,workplaces_avg,-21.71
2021-03-29,residential_avg,5.29
2021-03-30,retail_recreation,-17
2021-03-30,grocery_pharmacy,2
2021-03-30,parks,-20
2021-03-30,transit_stations,-29
2021-03-30,workplaces,-26
2021-03-30,residential,6
2021-03-30,retail_recreation_avg,-15.71
2021-03-30,grocery_pharmacy_avg,3.71
2021-03-30,parks_avg,-17
2021-03-30,transit_stations_avg,-28.86
2021-03-30,workplaces_avg,-21.71
2021-03-30,residential_avg,5.29
2021-03-31,retail_recreation,-13
2021-03-31,grocery_pharmacy,7
2021-03-31,parks,-14
2021-03-31,transit_stations,-26
2021-03-31,workplaces,-25
2021-03-31,residential,5
2021-03-31,retail_recreation_avg,-15.29
2021-03-31,grocery_pharmacy_avg,4.43
2021-03-31,parks_avg,-16.71
2021-03-31,transit_stations_avg,-28.14
2021-03-31,workplaces_avg,-21.71
2021-03-31,residential_avg,5.14
2021-04-01,retail_recreation,-9
2021-04-01,grocery_pharmacy,16
2021-04-01,parks,-12
2021-04-01,transit_stations,-15
2021-04-01,workplaces,-25
2021-04-01,residential,4
2021-04-01,retail_recreation_avg,-14.43
2021-04-01,grocery_pharmacy_avg,6.14
2021-04-01,parks_avg,-15.86
2021-04-01,transit_stations_avg,-26.14
2021-04-01,workplaces_avg,-21.71
2021-04-01,residential_avg,4.86
2021-04-02,retail_recreation,-7
2021-04-02,grocery_pharmacy,15
2021-04-02,parks,5
2021-04-02,transit_stations,-23
2021-04-02,workplaces,-57
2021-04-02,residential,10
2021-04-02,retail_recreation_avg,-13.43
2021-04-02,grocery_pharmacy_avg,7.57
2021-04-02,parks_avg,-12.71
2021-04-02,transit_stations_avg,-25.29
2021-04-02,workplaces_avg,-26.57
2021-04-02,residential_avg,5.43
2021-04-03,retail_recreation,-12
2021-04-03,grocery_pharmacy,10
2021-04-03,parks,-7
2021-04-03,transit_stations,-24
2021-04-03,workplaces,-22
2021-04-03,residential,3
2021-04-03,retail_recreation_avg,-12.71
2021-04-03,grocery_pharmacy_avg,8.57
2021-04-03,parks_avg,-10.86
2021-04-03,transit_stations_avg,-24.86
2021-04-03,workplaces_avg,-27.29
2021-04-03,residential_avg,5.29
2021-04-04,retail_recreation,-12
2021-04-04,grocery_pharmacy,10
2021-04-04,parks,-5
2021-04-04,transit_stations,-15
2021-04-04,workplaces,-12
2021-04-04,residential,1
2021-04-04,retail_recreation_avg,-12.14
2021-04-04,grocery_pharmacy_avg,9.29
2021-04-04,parks_avg,-9.86
2021-04-04,transit_stations_avg,-23.14
2021-04-04,workplaces_avg,-27.43
2021-04-04,residential_avg,4.86
2021-04-05,retail_recreation,-10
2021-04-05,grocery_pharmacy,12
2021-04-05,parks,-10
2021-04-05,transit_stations,-22
2021-04-05,workplaces,-25
2021-04-05,residential,4
2021-04-05,retail_recreation_avg,-11.43
2021-04-05,grocery_pharmacy_avg,10.29
2021-04-05,parks_avg,-9
2021-04-05,transit_stations_avg,-22
2021-04-05,workplaces_avg,-27.43
2021-04-05,residential_avg,4.71
2021-04-06,retail_recreation,-12
2021-04-06,grocery_pharmacy,10
2021-04-06,parks,-12
2021-04-06,transit_stations,-22
2021-04-06,workplaces,-25
2021-04-06,residential,4
2021-04-06,retail_recreation_avg,-10.71
2021-04-06,grocery_pharmacy_avg,11.43
2021-04-06,parks_avg,-7.86
2021-04-06,transit_stations_avg,-21
2021-04-06,workplaces_avg,-27.29
2021-04-06,residential_avg,4.43
2021-04-07,retail_recreation,-10
2021-04-07,grocery_pharmacy,11
2021-04-07,parks,-10
2021-04-07,transit_stations,-23
2021-04-07,workplaces,-26
2021-04-07,residential,4
2021-04-07,retail_recreation_avg,-10.29
2021-04-07,grocery_pharmacy_avg,12
2021-04-07,parks_avg,-7.29
2021-04-07,transit_stations_avg,-20.57
2021-04-07,workplaces_avg,-27.43
2021-04-07,residential_avg,4.29
2021-04-08,retail_recreation,-9
2021-04-08,grocery_pharmacy,12
2021-04-08,parks,-9
2021-04-08,transit_stations,-21
2021-04-08,workplaces,-24
2021-04-08,residential,4
2021-04-08,retail_recreation_avg,-10.29
2021-04-08,grocery_pharmacy_avg,11.43
2021-04-08,parks_avg,-6.86
2021-04-08,transit_stations_avg,-21.43
2021-04-08,workplaces_avg,-27.29
2021-04-08,residential_avg,4.29
2021-04-09,retail_recreation,-8
2021-04-09,grocery_pharmacy,11
2021-04-09,parks,-11
2021-04-09,transit_stations,-21
2021-04-09,workplaces,-23
2021-04-09,residential,4
2021-04-09,retail_recreation_avg,-10.43
2021-04-09,grocery_pharmacy_avg,10.86
2021-04-09,parks_avg,-9.14
2021-04-09,transit_stations_avg,-21.14
2021-04-09,workplaces_avg,-22.43
2021-04-09,residential_avg,3.43
2021-04-10,retail_recreation,-8
2021-04-10,grocery_pharmacy,15
2021-04-10,parks,-9
2021-04-10,transit_stations,-14
2021-04-10,workplaces,-16
2021-04-10,residential,1
2021-04-10,retail_recreation_avg,-9.86
2021-04-10,grocery_pharmacy_avg,11.57
2021-04-10,parks_avg,-9.43
2021-04-10,transit_stations_avg,-19.71
2021-04-10,workplaces_avg,-21.57
2021-04-10,residential_avg,3.14
2021-04-11,retail_recreation,-8
2021-04-11,grocery_pharmacy,15
2021-04-11,parks,-3
2021-04-11,transit_stations,-15
2021-04-11,workplaces,-11
2021-04-11,residential,1
2021-04-11,retail_recreation_avg,-9.29
2021-04-11,grocery_pharmacy_avg,12.29
2021-04-11,parks_avg,-9.14
2021-04-11,transit_stations_avg,-19.71
2021-04-11,workplaces_avg,-21.43
2021-04-11,residential_avg,3.14
2021-04-12,retail_recreation,-5
2021-04-12,grocery_pharmacy,22
2021-04-12,parks,-2
2021-04-12,transit_stations,-19
2021-04-12,workplaces,-29
2021-04-12,residential,4
2021-04-12,retail_recreation_avg,-8.57
2021-04-12,grocery_pharmacy_avg,13.71
2021-04-12,parks_avg,-8
2021-04-12,transit_stations_avg,-19.29
2021-04-12,workplaces_avg,-22
2021-04-12,residential_avg,3.14
2021-04-13,retail_recreation,-30
2021-04-13,grocery_pharmacy,-1
2021-04-13,parks,-30
2021-04-13,transit_stations,-37
2021-04-13,workplaces,-37
2021-04-13,residential,12
2021-04-13,retail_recreation_avg,-11.14
2021-04-13,grocery_pharmacy_avg,12.14
2021-04-13,parks_avg,-10.57
2021-04-13,transit_stations_avg,-21.43
2021-04-13,workplaces_avg,-23.71
2021-04-13,residential_avg,4.29
2021-04-14,retail_recreation,-25
2021-04-14,grocery_pharmacy,0
2021-04-14,parks,-25
2021-04-14,transit_stations,-35
2021-04-14,workplaces,-32
2021-04-14,residential,10
2021-04-14,retail_recreation_avg,-13.29
2021-04-14,grocery_pharmacy_avg,10.57
2021-04-14,parks_avg,-12.71
2021-04-14,transit_stations_avg,-23.14
2021-04-14,workplaces_avg,-24.57
2021-04-14,residential_avg,5.14
2021-04-15,retail_recreation,-22
2021-04-15,grocery_pharmacy,2
2021-04-15,parks,-23
2021-04-15,transit_stations,-33
2021-04-15,workplaces,-27
2021-04-15,residential,9
2021-04-15,retail_recreation_avg,-15.14
2021-04-15,grocery_pharmacy_avg,9.14
2021-04-15,parks_avg,-14.71
2021-04-15,transit_stations_avg,-24.86
2021-04-15,workplaces_avg,-25
2021-04-15,residential_avg,5.86
2021-04-16,retail_recreation,-20
2021-04-16,grocery_pharmacy,2
2021-04-16,parks,-25
2021-04-16,transit_stations,-34
2021-04-16,workplaces,-24
2021-04-16,residential,9
2021-04-16,retail_recreation_avg,-16.86
2021-04-16,grocery_pharmacy_avg,7.86
2021-04-16,parks_avg,-16.71
2021-04-16,transit_stations_avg,-26.71
2021-04-16,workplaces_avg,-25.14
2021-04-16,residential_avg,6.57
2021-04-17,retail_recreation,-23
2021-04-17,grocery_pharmacy,0
2021-04-17,parks,-33
2021-04-17,transit_stations,-35
2021-04-17,workplaces,-17
2021-04-17,residential,9
